body_temperature,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,health_status
37.8,14.4,20,6969,3.8,1,50,1.3,11.1,5.3,2,healthy
39.4,7.3,15,6535,7.2,3,43,1.4,13.8,4,1,unhealthy
39.4,11.5,34,5446,4.3,3,45,3.1,14.8,5.3,4,healthy
39.4,12.6,15,6896,7.2,4,48,1.3,14.8,5.4,2,unhealthy
37.8,24.8,14,12620,4.9,3,81,3.3,12.5,7,3,healthy
38.9,5.1,14,5699,7.2,2,46,1.3,15,5.1,3,unhealthy
38,20.4,37,12481,4,1,74,3.4,11.5,7,3,healthy
38.1,12.2,31,12599,4.7,3,80,3.2,12.9,6.1,3,healthy
37.9,15.9,27,12413,4.2,3,83,1.4,12.4,6.8,3,healthy
39.2,5.1,18,5004,7.2,2,40,1.3,14.7,3.9,2,unhealthy
37.9,10.8,36,6816,7.2,5,40,2.1,14.5,5.2,3,unhealthy
39.4,9.4,20,6902,7.2,2,49,1.3,13.9,3.1,2,unhealthy
39.4,14.8,14,7148,6.3,2,39,1.3,13.5,3.1,1,unhealthy
39.4,5.6,20,6580,7,1,37,1.9,15.9,5.1,3,unhealthy
37.8,10.8,33,12676,4.1,3,58,1.4,12.8,6.8,2,healthy
39.4,5.1,14,7681,6.8,1,53,1.6,15.4,6.8,1,unhealthy
39.3,15.9,20,7478,7.2,2,54,1.9,15.5,5.7,3,unhealthy
38,11.9,32,12539,4.9,3,83,1.3,11.6,5.9,2,healthy
36.7,14.3,19,5305,3.9,1,40,2.1,11.5,4.6,2,healthy
38,13.6,46,11488,3.9,3,80,1.6,11.7,6,2,healthy
38.9,5.1,14,6327,7.2,3,45,1.5,14.9,5.4,3,unhealthy
38,12.5,16,11337,4.8,3,67,4.2,11.8,7,4,healthy
39.4,9.3,19,6017,4.6,3,60,1.9,12.3,3.4,3,healthy
39,8.2,14,5724,7.2,1,47,1.3,14.6,5.4,2,unhealthy
39.3,24.8,20,11610,4.4,2,53,2.8,11.6,7,1,healthy
39.5,11.2,20,5004,7.2,1,48,1.5,14.1,3.7,4,unhealthy
38.9,6.4,14,5536,7.2,3,39,1.3,14,4.7,3,unhealthy
38.2,8.4,17,6025,4.7,3,46,2.3,14.8,5.8,3,healthy
38,13.7,23,12284,4.6,3,83,1.5,11.7,7,5,healthy
39.6,9.8,14,5835,7.2,4,41,1.3,13.1,3,1,unhealthy
39.1,9.5,14,5004,7.2,2,37,1.6,14.1,4.6,3,unhealthy
39.3,10.8,14,5095,6.8,1,51,1.7,15.7,4.8,3,unhealthy
39.3,16.3,14,12048,3.4,3,42,2.4,15,5.9,2,unhealthy
38.9,13.7,17,6551,7.2,2,44,2,14.8,5.3,2,unhealthy
37.8,13.4,29,13151,4,2,83,3.3,13.6,6.1,3,healthy
39,15.6,20,5807,7.2,1,50,1.3,12.9,4.4,2,unhealthy
39,8.7,14,5004,7.2,2,52,1.3,15.6,5.5,3,unhealthy
39.6,16,22,5004,6.9,3,39,3,15.7,4.2,3,unhealthy
38.9,9.5,14,5036,7.2,3,69,2.1,13.9,4.6,3,unhealthy
38,12.1,34,12975,4.2,2,58,3.1,11.7,6.8,3,healthy
38.9,6.9,14,6440,6.5,1,42,1.3,16.3,5.6,1,unhealthy
39.2,9.9,14,5852,6.9,4,49,2,14.8,5.2,3,unhealthy
39.2,7.1,14,5331,7,2,46,1.3,14.2,3.9,3,unhealthy
39,10.2,14,5098,6.3,3,42,2.6,12.5,5.9,3,unhealthy
39,5.1,15,6467,7.2,3,37,1.3,13.9,4.5,1,unhealthy
39.1,5.1,14,5881,7.2,4,41,1.8,14.7,4.6,3,unhealthy
38.9,10.5,14,6670,5.8,2,37,1.3,14.8,4.2,3,unhealthy
38.8,10.1,14,6089,7.1,3,44,1.3,14.2,5,3,healthy
38.1,12.9,30,12517,4.4,1,62,3.6,11,5.6,3,healthy
39.8,6.2,17,6454,7.2,1,49,1.3,13.9,4,3,healthy
37.8,18,29,11398,4.5,2,75,2.5,13,5.9,4,healthy
38.2,14.6,41,12739,3.9,3,57,1.9,11.5,6.8,3,healthy
38.3,12.3,23,11562,4.1,5,59,3.2,13.4,7,2,healthy
39.3,9.8,19,5004,7,2,48,1.3,14.2,4.8,1,unhealthy
39,5.1,14,5385,7.2,3,48,1.3,13.8,5.4,2,unhealthy
38.9,13.9,14,6051,7.2,1,52,2.2,14.8,3.2,5,unhealthy
38.1,13.6,30,12229,4.8,1,83,1.3,11.8,5.6,3,healthy
37.8,23.3,30,12140,4.7,2,83,2.4,13.4,7,3,healthy
39.7,12.4,14,13257,4.4,3,52,2,11.7,4.6,1,unhealthy
39.3,7.9,14,6094,6.7,2,41,2.6,15.9,5.6,2,unhealthy
38,13.8,29,12934,4.3,1,44,1.8,13.2,5.3,2,unhealthy
39.2,22,14,6492,6.6,2,41,2.4,15.3,5,3,unhealthy
39.5,23.3,36,11777,4.7,1,73,2.4,12.3,7,3,healthy
39.1,14,16,6742,7.2,1,43,1.4,14.9,5.5,2,unhealthy
39.5,13.8,24,5989,7.2,3,44,1.6,14.9,4.3,3,unhealthy
37.8,14.2,23,13257,3.4,1,67,2.9,12.5,7,3,healthy
38.8,15.1,28,12298,3.5,4,80,3.1,15.1,7,3,unhealthy
37.9,15.4,38,11280,4.5,1,71,1.3,12.5,6.5,2,healthy
37.7,24.2,18,11768,4,1,53,2.1,11,6.8,4,healthy
37.8,10,29,11850,4.5,5,83,2.1,14.8,5.1,3,healthy
39.6,15.8,15,9426,7.2,2,42,2.3,14,5.8,3,unhealthy
39.5,13.1,14,5781,7.1,3,45,1.4,13.6,3.9,4,unhealthy
39.4,15.1,14,5004,7.2,3,45,1.3,6.7,5.9,1,unhealthy
39.2,8.6,20,6177,6.6,1,38,1.5,13.9,5.9,1,unhealthy
39.7,15.4,14,7293,6.2,1,51,1.5,15.3,4.3,3,unhealthy
37.6,7.4,25,13257,4.7,2,45,3.4,12.2,7,1,unhealthy
39.4,5.1,16,6270,7.2,3,47,1.7,13.4,4.9,3,unhealthy
39.6,7.4,14,5041,7.2,3,37,1.3,15.4,4.1,2,unhealthy
39.5,11.7,19,6163,7,4,45,2.6,14,3,2,unhealthy
37.7,11,28,13257,3.6,1,80,3.7,12.1,7,4,healthy
38,13.3,24,13049,4.7,4,47,2.8,14.3,6.1,4,unhealthy
39.4,5.5,22,5013,4,3,44,1.9,14.6,5.5,3,unhealthy
38,19.8,14,11538,5,3,83,2.9,11.2,6.8,4,healthy
37.9,12.7,37,11669,4.8,2,70,3.9,12.4,7,4,healthy
38.2,17.5,26,12081,4.2,4,62,2.7,13.2,7,4,healthy
37.7,13.2,16,12237,4.8,4,83,2.6,12,7,3,healthy
39.5,10.4,15,5891,7.2,3,39,2.1,14,4.2,2,unhealthy
39,15,14,5363,6.6,2,40,3.1,14.8,5.3,3,unhealthy
39.3,6.1,31,6072,7.2,4,42,1.3,13.3,3,1,unhealthy
39.2,10.2,14,5546,7.2,3,44,1.3,15.1,4,3,unhealthy
37.9,11.6,32,13037,4.5,4,83,1.5,11.8,6.1,3,healthy
39.4,16.5,14,6105,7.2,4,44,2.9,14.3,3.1,1,unhealthy
37.8,11.8,20,12376,4.6,3,69,3,12.8,6.8,3,healthy
38.1,7.6,18,5342,4.5,2,73,2.1,6,5.5,3,healthy
37.7,21.9,35,10257,4,3,51,2.1,13.1,7,3,unhealthy
39.4,10.7,24,6490,7.2,3,52,1.9,13.7,5.2,3,unhealthy
38,11.1,32,13257,4.4,2,74,2.7,12.2,7,2,healthy
37.8,20.9,17,13024,4.8,1,55,3.8,11.9,6.9,2,healthy
38.9,5.1,14,6899,6.9,4,39,1.7,13.8,3.8,3,unhealthy
39.4,13.3,25,6960,6.4,3,46,1.3,13.7,4.4,2,unhealthy
38.1,13.1,17,12886,4.3,3,72,1.7,13.2,6.4,2,healthy
37.6,21.2,16,12443,4.3,4,53,4.5,11.2,7,2,healthy
37.8,13.1,14,12617,4.9,3,71,2.5,11.9,6.9,5,healthy
39.4,15.2,14,6426,4.4,1,74,1.5,15.3,5.8,3,unhealthy
39.4,15.8,17,5469,7,1,37,1.4,14.1,3.6,2,unhealthy
37.8,21.6,20,12348,4.5,1,56,3.7,12.1,7,4,healthy
39.4,16.3,14,5111,7,3,37,1.9,14.5,4.5,3,unhealthy
37.9,19.4,22,12491,4.3,1,69,3.5,12.2,7,3,healthy
37.7,14.3,25,11727,3.5,1,63,1.8,11.7,6.2,2,healthy
39,15.6,14,6492,3.5,1,39,2,14.6,4.2,5,unhealthy
39.7,5.1,14,5004,7.2,1,45,1.3,13.8,3,1,unhealthy
38.3,22.3,33,11744,4.5,2,54,3.3,12.1,6.7,3,healthy
39.2,12.3,14,6726,6.3,4,39,3.3,15.3,6.1,3,unhealthy
37.9,21.2,33,11962,4.6,1,83,2.2,12.1,6.6,2,healthy
38.1,10.5,26,12352,4.4,2,68,3.4,12.7,6.1,3,healthy
37.7,10.5,27,13257,4.5,3,73,3.4,12.4,7,2,healthy
38.9,10.5,14,7252,7.2,2,46,1.3,14,3,3,unhealthy
38.3,21.9,41,11181,4.9,1,76,2.1,11.3,6,2,unhealthy
39.6,14.1,22,6489,7.2,4,42,2.3,14.6,4.4,1,unhealthy
37.9,13.5,26,13257,3.5,3,67,3.2,11,6.8,4,healthy
39.1,17.3,18,5004,7.2,1,48,1.3,13.6,3.4,3,healthy
39.1,8.7,14,5094,7.2,2,37,1.3,15,5.6,3,unhealthy
39.4,12.6,14,5614,7.2,1,40,1.4,13.8,5.7,2,unhealthy
39.3,5.1,20,6003,6.3,5,41,2.2,13.8,4.4,3,unhealthy
37.9,24.3,20,11677,4.2,2,68,3.3,11.2,7,3,healthy
37.9,14.4,40,13257,4.5,3,77,2.2,6,6.3,4,healthy
38.1,12.3,27,13246,4.2,1,72,3.3,13.8,6.6,2,healthy
37.7,23.3,23,12767,4.8,3,83,2,11,7,4,healthy
38,14.3,18,12297,4.9,2,83,2.9,12.2,6.5,3,healthy
38,26.5,26,11852,4.3,1,65,2.5,11.2,7,1,healthy
37.7,17.3,21,10879,4,3,58,1.9,12.8,7,3,unhealthy
39.4,16,14,5004,6.3,3,44,2.6,14.3,5.7,3,unhealthy
39.1,13.7,15,13173,7.2,3,43,1.8,12.4,5.5,5,healthy
37.8,12.1,15,6463,7.1,4,44,2.6,16,5,1,unhealthy
39,10.8,14,5223,7.2,1,41,1.3,14.3,5.7,3,unhealthy
39.2,5.1,14,9199,7.2,4,51,1.7,12.5,3.1,2,healthy
38.2,16.6,36,11292,4.3,2,62,1.5,11.8,6.4,3,healthy
38.8,14.6,20,6331,7.2,1,47,1.9,14,3,4,unhealthy
37.8,21.3,37,13257,4.9,2,79,3,11.1,7,3,healthy
39.1,5.1,21,5700,7.2,4,48,1.3,13.8,5.6,3,unhealthy
39.5,5.1,14,6276,7.2,1,41,2.2,14.1,3.9,3,unhealthy
39.7,10.2,22,5218,4.9,1,37,2.7,12.4,5.4,2,healthy
37.8,9.9,21,12356,4.6,2,77,2.7,11.3,6.8,3,healthy
39.3,14.1,14,10901,4.7,2,59,2.2,11.9,4.7,1,healthy
37.8,25.6,49,11949,4.2,2,67,2.9,11,6.8,4,healthy
39.1,5.1,16,5715,7.2,1,37,1.3,13.5,5.4,1,unhealthy
39.1,5.5,14,5068,7.2,1,39,1.3,13.6,5.3,3,unhealthy
37.8,12.9,14,5422,7,3,39,3,15.1,4.9,3,unhealthy
37.8,10.5,47,13252,4.5,3,83,1.4,11.4,5.8,3,healthy
38,12.4,23,11898,4.8,2,74,1.5,12.7,6.7,2,healthy
39.1,24.2,14,7251,6.9,1,37,2.8,13.7,3.2,2,unhealthy
38,14.9,34,10922,4.3,3,83,2.7,14.1,6.5,2,unhealthy
37.7,18.5,22,13257,4.6,2,83,3,12.3,7,3,healthy
37.9,20,37,12395,4.9,2,69,2.4,11.8,6.1,3,healthy
39.2,11.4,14,6216,7.2,1,45,1.3,14.1,4.3,2,unhealthy
38.8,5.1,17,6150,6.4,3,46,1.3,13.7,5.5,5,unhealthy
38,22.2,25,12869,4.5,5,83,2.4,12.7,6.3,4,healthy
38,10,33,12514,3.7,3,82,2.8,13.3,7,4,healthy
39,6.4,14,6894,6.5,2,37,1.5,13.3,3.9,1,unhealthy
39.5,13.3,16,5740,7.2,2,41,1.3,14.1,5.4,3,unhealthy
39,7.4,14,5004,7.2,3,48,1.6,14.3,4.7,2,unhealthy
38,12.9,35,12210,4.2,1,82,2,12.2,6.2,1,healthy
39.4,7.3,14,5304,7.2,2,50,2.5,16,3,3,healthy
38.1,18.8,20,11308,5,3,64,2.5,10.8,7,2,healthy
38,23.4,44,12472,3.6,1,53,2.6,11.8,6.8,5,healthy
39.5,5.6,14,5120,7.2,1,46,1.3,13.3,4.8,1,unhealthy
37.8,13.2,14,10602,4.1,3,45,2.7,12.4,5.9,1,healthy
39.3,14.4,14,13257,4.7,3,45,3.6,12.3,7,2,unhealthy
39.1,8.6,20,5004,7.2,4,46,1.8,15.3,5.3,2,unhealthy
39.4,13.9,15,5341,4.2,3,77,3.4,12.8,7,4,unhealthy
39.2,12.7,14,5126,7.2,3,37,2.6,15.1,5.2,2,unhealthy
38,14.1,32,7696,4.3,4,76,3,12.7,5.2,3,healthy
39.4,13.3,19,5656,4.5,1,52,3.3,15.4,6.7,4,healthy
37.8,23.6,26,11610,4.5,2,77,3.9,11.2,7,2,healthy
37.1,11.1,34,12123,4.5,4,77,2.6,12.4,7,3,healthy
39,11.9,14,6467,3.6,1,41,2.8,14.7,4.1,2,unhealthy
38,12.1,26,13257,2.8,3,60,2.3,13.1,7,2,healthy
38.1,11.3,14,12243,4,1,78,2.3,11.4,7,2,healthy
39.3,15.7,22,10132,4.3,1,61,2.1,11.7,4.8,2,healthy
39.3,17.9,17,5257,7.2,1,42,1.8,14.7,4.5,1,unhealthy
37.9,12,21,11864,4.9,4,65,3.3,12.2,7,3,healthy
37.7,26.5,35,12035,3.9,2,82,2.1,11.7,7,4,healthy
39.6,16.2,15,5950,7.1,3,47,1.3,14.2,5.1,2,unhealthy
37.9,26.4,34,12034,4.4,3,47,2.8,14,7,5,healthy
39.3,7.6,14,5004,7.2,1,43,1.3,14.5,4.7,1,unhealthy
38,14.6,40,12309,4.4,2,79,2,11.4,7,3,healthy
37.7,18.6,21,12619,4.9,3,83,3.6,12,7,5,healthy
39.4,7.5,16,5986,7.2,1,37,1.3,13.7,3,3,unhealthy
39.3,16.3,32,5322,4.5,3,41,1.5,11.8,5.4,2,unhealthy
39.1,12.3,17,5684,7.2,3,39,1.3,13.4,3.5,1,unhealthy
37.7,7,17,13257,3.3,2,42,3.3,14.6,5.4,4,healthy
35.5,16.4,16,8093,4.6,3,40,2.1,11.8,6.4,4,unhealthy
38.3,14,30,13257,4.3,4,83,2.7,11.9,6.5,1,healthy
39.4,12.7,14,6493,7.2,3,43,1.3,14.7,4.7,3,unhealthy
37.9,24.8,24,12759,3.5,3,76,3.6,13.6,6.6,3,healthy
39.4,12.8,14,5954,7.2,3,44,1.4,14.8,5.1,3,unhealthy
39.1,6.7,15,6174,7.2,3,44,1.3,14,4.8,3,unhealthy
38.1,13.3,31,12261,3.6,4,61,1.9,11.9,7,3,healthy
39.2,12.7,30,12580,3.6,3,50,2.6,13.2,3.1,2,healthy
39.1,5.5,19,5291,7.2,1,44,1.3,13.4,4.4,2,unhealthy
39.2,5.1,17,6294,7.2,1,49,2.1,6,6.9,1,unhealthy
37.7,23,38,12127,4.3,3,83,1.6,11.1,6.8,4,healthy
39.3,11.5,18,6214,7.2,3,40,1.5,14.1,4.7,2,unhealthy
39.3,5.1,19,5004,7.2,3,49,1.3,14.2,4.7,2,unhealthy
37.8,22,25,12710,4.6,1,81,2.4,11.6,6.8,3,healthy
37.3,13.5,20,12762,4.5,2,79,2.1,12.7,7,3,healthy
39.1,10,40,13257,7.1,2,73,1.9,12.9,6.3,4,healthy
39.8,5.1,15,6641,6.6,3,37,2.9,14.8,4.3,3,unhealthy
39.2,14.7,14,6481,6.4,3,47,1.4,14,5.5,3,unhealthy
39.6,10.9,17,5437,6.9,2,37,1.3,13.7,3,2,unhealthy
39.1,9.7,32,12221,4.9,3,81,2.6,12.6,7,3,healthy
39.1,7.4,14,5004,7.2,2,45,1.4,15.8,4.2,3,unhealthy
39.4,8.7,14,5720,7.2,3,37,2.1,14.3,3.1,2,unhealthy
37.6,23.3,22,13095,4.8,4,74,3.4,10.7,7,3,healthy
39,16.7,14,6780,7.2,3,47,2.1,15.1,7,3,unhealthy
37.8,13,25,12506,3.8,1,78,3,13.7,6.9,4,healthy
37.9,9,18,13257,4.4,2,54,2.4,11.6,5.7,2,healthy
38.8,12.6,14,5991,6.1,3,46,1.3,14.8,4.6,3,unhealthy
38,15.9,43,6121,4.4,4,81,1.6,12.2,6.7,2,healthy
37.9,16,23,6878,4.1,2,51,1.4,14.5,6.7,3,healthy
39.2,22,19,12984,4.1,2,83,3,13,7,1,healthy
37.8,26.5,30,13257,7.2,1,56,1.3,14,7,2,healthy
38,24.4,49,12431,4.7,3,75,1.8,12.4,6.3,3,healthy
38.3,5.4,15,12520,7.2,3,52,1.8,11.8,6.5,2,unhealthy
38,11.5,17,11772,4.4,3,83,2.7,11.6,7,5,healthy
39.2,5.1,14,5377,7.2,1,47,1.3,14.5,5.7,3,unhealthy
39.6,13.8,23,6277,7.2,1,52,1.3,14.8,4,1,unhealthy
37.6,24.9,30,11897,4.8,4,73,3.5,12.7,7,4,healthy
38,21,33,13257,3.2,1,75,2.4,11.5,6.1,3,healthy
38.8,5.1,14,5476,7.2,2,41,1.3,13.3,3.4,2,unhealthy
37.8,15.5,23,13212,4,1,55,2.9,12.1,7,4,healthy
39.4,14,18,11823,6.7,2,48,1.5,11.7,4.8,2,healthy
35.5,10.5,34,12128,5,2,65,2.1,11.8,6,3,unhealthy
37.8,21.9,41,13257,3.9,1,76,1.7,11.3,7,3,healthy
39.1,24.8,25,12728,3.7,1,45,2,6.2,5.4,4,healthy
38,24,32,13124,4.8,3,83,2.4,12.7,6.9,4,healthy
39,11.1,20,5397,4.1,4,40,2.6,12,4,1,unhealthy
38,7.5,15,12495,4.3,1,63,1.5,12.5,6.3,4,healthy
39.4,13.5,14,5004,7.2,3,43,1.3,14.4,5.5,2,unhealthy
38,14.2,35,11727,4.8,2,83,1.9,12.4,6.8,3,healthy
38.1,22.4,39,12491,3.8,3,67,2.5,11.8,6.7,3,healthy
39.1,13.9,18,5780,6.9,1,39,1.6,15.6,5.2,3,unhealthy
38.3,15.3,17,11873,6.7,3,42,2.8,14.7,3,2,unhealthy
38.9,14,14,5004,7.2,1,41,1.4,14.9,4.8,3,unhealthy
39.6,5.1,18,7175,7.2,2,50,1.4,13.7,4,1,unhealthy
39.2,12.2,14,5369,6.8,3,38,1.3,13.6,5.3,2,unhealthy
37.8,11.9,22,11838,4.5,3,77,2.5,12,7,2,healthy
39.4,12.1,35,6728,4,3,48,2.1,13.7,6.6,3,healthy
38.8,12.4,28,12371,7.2,3,47,2.1,14.7,5.6,2,unhealthy
39.5,9.4,14,5942,7.2,3,45,1.7,14.9,4.3,3,unhealthy
39,5.1,14,5737,7.2,1,48,1.7,15.5,5.7,1,unhealthy
39.3,14.8,27,12549,3.8,3,52,3.3,14.6,7,4,unhealthy
39.3,5.5,16,5731,7.2,1,38,1.3,15.1,5.3,2,unhealthy
37.9,14.7,39,12671,4.1,3,68,2.3,11.4,5.7,4,healthy
38,15,35,12795,4.1,3,69,2.1,11.4,6,3,healthy
39,8.3,14,5004,7.1,2,37,3.7,14.7,5.4,3,unhealthy
37.8,9.5,33,12169,4.7,5,65,3.4,12,7,4,healthy
38.2,23,33,12341,4.2,3,51,2.8,11.8,5.6,2,healthy
37.7,25.1,30,12053,4.2,1,52,2.9,12.4,7,5,healthy
37.9,19.1,19,11837,4.6,3,74,3,12.2,7,2,healthy
39.4,7.4,14,5004,7.2,2,46,1.3,15.7,4.7,3,unhealthy
39.4,5.1,14,5263,7.2,3,41,1.8,15.4,6.1,2,healthy
39,7.2,14,5481,6.9,4,53,2,14.7,4.6,3,unhealthy
38,17.5,36,10444,4.5,1,69,2.1,11.7,6.2,3,unhealthy
39.3,7,14,7115,7.2,4,51,2,14.9,4.6,3,unhealthy
39.5,6,14,7165,7.2,3,44,1.3,14.9,5.5,3,unhealthy
39.4,13.7,20,11844,5,1,45,2.8,11.8,6.2,3,healthy
39.5,7.9,18,6293,7,3,39,1.5,15.1,3.4,2,unhealthy
38,20.7,24,12657,5.2,3,82,2.4,12.1,6.9,3,healthy
38,7.1,22,11590,4.4,1,66,1.3,11.9,6.4,3,healthy
39.5,5.1,25,5308,7,3,45,1.5,14.6,5.9,2,unhealthy
37.6,14.5,37,13257,4.4,2,83,4.2,12.2,7,2,healthy
39.1,6.5,28,5825,7.2,5,51,1.3,13.6,3.9,3,unhealthy
39,12.5,14,12474,6.8,1,45,2.5,11.2,7,3,unhealthy
38.4,19.1,39,11827,4.8,2,77,1.3,12.5,7,4,healthy
39.7,26.5,28,11781,4.3,2,49,1.6,13.6,5.4,2,unhealthy
38,25.4,36,12370,4.2,2,78,3,11.9,6.8,3,healthy
39.2,6.5,14,5896,7.2,3,48,1.3,13,3.7,3,unhealthy
37.8,16.2,25,12333,4.6,3,82,2.7,12.1,5.8,4,healthy
39.5,14.9,18,6770,6.9,1,42,1.3,14.8,4.1,2,unhealthy
37.9,26.3,35,13257,5,3,82,2.2,11.2,6.6,4,healthy
39.1,5.1,16,5770,7.2,3,54,1.3,13.3,4.7,1,unhealthy
38.1,13,33,13257,3.8,2,70,1.8,12,6.6,2,healthy
37.8,11.2,22,11891,4.4,2,72,3.3,13.3,7,3,healthy
37.7,13.2,15,12610,4.4,1,83,2.9,11.3,7,4,healthy
39.2,5.1,14,5835,7.2,2,43,1.4,14.6,5.2,3,unhealthy
39.3,14,22,5565,6.4,1,46,1.5,14.9,3.6,1,unhealthy
39.2,5.1,14,6093,7.2,3,49,3.3,6,6.4,3,unhealthy
40.1,5.1,21,6088,7.2,3,40,1.3,13.8,4.4,1,unhealthy
36.8,13.3,21,7213,4,1,50,1.8,14,5.7,3,unhealthy
38.2,23,28,10994,4,1,83,3.1,11.3,6.8,4,healthy
39.1,6.5,32,6822,7,1,44,1.6,11.8,5,4,healthy
39.7,8.7,14,5378,7,3,44,1.7,13.7,3.6,3,unhealthy
38.8,11.5,14,6092,6.9,1,42,1.4,13.4,7,3,unhealthy
37.8,21.6,33,12816,3.9,1,80,2.8,11.9,6.6,3,healthy
39.1,13.2,21,12178,3.4,1,46,1.7,6,7,2,unhealthy
37.9,13.4,20,11347,7.2,3,52,1.7,11.8,5,3,unhealthy
37.8,21,21,13257,4.8,3,83,4.1,11.7,7,3,healthy
39.2,23.4,31,12892,3.7,3,66,3.5,12.2,6.8,4,healthy
38.3,19.9,17,12304,4.4,3,68,1.5,11.6,6.9,3,healthy
39.7,10.4,14,5963,7.2,1,51,1.5,14.9,3.9,1,unhealthy
39.5,7,14,5374,7.2,3,40,1.5,13.4,3,3,unhealthy
37.9,20.1,35,12327,4.8,2,76,2.1,12.1,7,4,healthy
39.4,5.1,14,7070,7.2,2,45,1.7,15.1,3.6,2,unhealthy
39.3,11.5,15,7207,7.2,5,59,2.3,14.1,4.2,4,healthy
37.8,13.3,31,12956,4.5,4,71,2.4,12.6,6.7,3,healthy
38.8,13.5,14,11418,4.1,1,74,2.1,11.5,7,2,unhealthy
37.8,14.3,18,11040,4.1,4,59,2.6,13.8,7,1,unhealthy
39.5,24.6,26,5463,7.2,3,42,2.9,15,3.7,3,unhealthy
38.1,12.9,22,12678,7.2,2,41,1.9,13.8,7,4,healthy
39.3,14.2,14,6647,7,4,43,2.8,15.5,5.6,1,unhealthy
39,17.5,14,5870,7.2,1,44,1.4,15.3,4,3,unhealthy
38.1,23.8,31,11984,4.6,3,83,2.6,11.5,6.7,2,healthy
37.9,23.2,29,13257,4.1,3,81,2.6,12.3,6.9,5,healthy
39.2,11.2,14,6817,6.9,1,44,2.2,12.7,7,3,healthy
37.7,25.8,25,12275,4.9,3,79,4.1,12.4,7,4,healthy
37.7,13,33,12984,3.4,4,69,3.3,15.4,5.5,4,unhealthy
37.7,19.7,19,13257,4.7,3,79,3.5,12.6,6.8,4,healthy
39.5,15.6,16,12055,4,3,46,2.3,15.3,5.4,3,unhealthy
38.9,12.1,21,6952,7.2,1,43,2.8,15.7,4.8,1,unhealthy
38.1,24.6,19,12787,4.6,3,55,4.6,12.1,7,3,unhealthy
39.7,13.5,15,5532,6.4,1,43,2.1,15.2,5.3,3,unhealthy
39.4,11.7,14,13257,6.9,2,67,1.4,14.5,3.5,3,healthy
39.1,26.5,30,11995,6.8,3,62,1.8,12.3,7,3,unhealthy
37.9,22.1,33,12318,5.1,4,82,2.7,12.6,7,5,healthy
38.1,12.4,26,12822,3.7,3,62,2.4,11.9,5.4,4,healthy
39.3,13,16,5004,7.2,1,40,1.3,14.8,4.5,3,unhealthy
39,10.5,20,6973,7.2,2,40,1.3,14.1,5.4,3,unhealthy
38.7,11.5,19,7009,6.3,2,37,1.3,14.3,5.9,3,unhealthy
37.9,15.2,23,6800,3.2,1,66,3.9,15.4,5.4,2,healthy
39.3,5.1,28,13255,4.7,2,52,1.5,11.6,5.3,2,healthy
39.6,7,20,6068,7.2,4,50,1.7,15.3,4.5,3,unhealthy
39.1,9.9,17,6503,6.8,2,44,2.9,11.9,5.6,2,healthy
37.7,12.5,29,11153,4.3,1,52,1.7,12.1,5,3,healthy
38.2,24.1,23,11855,3.9,4,68,3.5,11.8,7,4,healthy
37.7,16.6,37,12608,4.8,1,69,3.3,11.8,7,1,healthy
39.5,13,14,5949,6.2,2,38,2.5,14.6,6.1,3,unhealthy
39.1,17.1,17,11366,4.7,2,66,2.3,12.6,6.9,2,healthy
39,15.5,16,5609,7.2,3,41,1.6,14.1,4.7,3,unhealthy
39.2,16.2,14,5210,7.2,1,38,2,14.7,5.5,5,unhealthy
39,13.6,18,6431,7.2,2,46,1.6,14.5,5.4,3,unhealthy
37.8,10.6,39,12261,4.1,2,78,2,11.7,7,4,healthy
39.2,7.4,14,6828,6.7,3,40,1.3,14.7,4.1,1,unhealthy
39.2,11.2,14,7011,4.9,4,52,3.1,14.2,5.9,3,unhealthy
39.2,14.3,15,11941,4.3,2,45,2.2,14.8,7,3,unhealthy
38.1,11.2,18,8189,4.6,3,67,2.6,12.2,6.8,4,healthy
39.3,23.4,30,13257,4,4,63,2.8,12.7,7,3,healthy
39,7.1,14,5427,7.2,1,57,1.3,15.9,3.2,2,unhealthy
37.9,5.1,26,13257,4.2,1,80,2.3,11.8,6.1,3,healthy
38.2,14.1,40,12008,4.1,3,64,2.8,12,7,4,healthy
39.1,16.7,14,5416,7.2,3,52,2,13.5,3.5,1,unhealthy
39.3,11.9,18,6960,6.3,1,42,2.3,14.6,4.2,2,healthy
36.8,14.5,23,12197,4.6,2,61,1.8,11.9,6.8,3,healthy
39.2,5.1,14,5655,7.2,3,37,1.7,14.7,5.1,2,unhealthy
37.7,26.1,30,12252,4.3,3,47,1.9,11.5,6.7,4,healthy
38.2,23.3,39,12434,4.9,2,53,4,11.6,5.7,4,healthy
38.8,9.1,49,7732,3.4,5,83,1.6,11.2,5.4,2,healthy
38.2,11.2,14,6945,6.9,3,46,3,14.7,6.5,3,healthy
39.1,9.1,17,11020,7.2,1,46,1.4,12,7,2,healthy
40.1,13.6,14,5565,7.2,1,44,1.5,15.5,3.2,4,unhealthy
39.4,11.2,18,5004,7.2,2,37,1.6,14.3,4.3,4,unhealthy
37.9,21,30,13257,3.6,3,75,2.3,12.2,6.2,4,healthy
